EggNOG,locus_tag,old_locus_tag,COG,minPos,maxPos,Orient,gene_id,NCBI_desc,protein_id,gi_id,pfam_id,interpro_id,EC_num,unknown,COG_desc,unknown2,NOG_desc
NA,OG1RF_RS05645,OG1RF_11089,NA,1131246,1131632,-,NA,hypothetical protein,AEA93776.1,GI:327534942,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1142_1131633_1131645,Intergenic_1142_1131633_1131645,NA,1131633,1131645,.,Intergenic_1142_1131633_1131645,Intergenic_1142_1131633_1131645,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG41062QW,OG1RF_RS05650,OG1RF_11090,NA,1131646,1132305,-,NA,hypothetical protein,AEA93777.1,GI:327534943,NA,NA,NA,NA,NA,M,Inherit from COG: YD repeat protein
NA,Intergenic_1143_1132306_1132465,Intergenic_1143_1132306_1132465,NA,1132306,1132465,.,Intergenic_1143_1132306_1132465,Intergenic_1143_1132306_1132465,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105CQU,OG1RF_RS05655,OG1RF_11091,COG1136,1132466,1133167,+,NA,"ABC superfamily ATP binding cassette transporter, ABC protein",AEA93778.1,GI:327534944,PF00005,IPR003593,NA,M,"ABC-type lipoprotein export system, ATPase component",V,"Part of the ABC transporter complex LolCDE involved in the translocation of mature outer membrane-directed lipoproteins, from the inner membrane to the periplasmic chaperone, LolA. Responsible for the formation of the LolA-lipoprotein complex in an ATP-dependent manner (By similarity)"
ENOG4105FFF,OG1RF_RS05660,OG1RF_11092,COG0577,1133168,1135813,+,NA,"ABC superfamily ATP binding cassette transporter, membrane protein",AEA93779.1,GI:327534945,PF02687,IPR003838,NA,V,"ABC-type antimicrobial peptide transport system, permease component",V,abc transporter permease protein
NA,Intergenic_1145_1135814_1135996,Intergenic_1145_1135814_1135996,NA,1135814,1135996,.,Intergenic_1145_1135814_1135996,Intergenic_1145_1135814_1135996,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108ZYT,OG1RF_RS05665,OG1RF_11093,NA,1135997,1136530,+,NA,hypothetical protein,AEA93780.1,GI:327534946,NA,NA,NA,NA,NA,S,NA
NA,Intergenic_1146_1136531_1136546,Intergenic_1146_1136531_1136546,NA,1136531,1136546,.,Intergenic_1146_1136531_1136546,Intergenic_1146_1136531_1136546,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105DZ6,OG1RF_RS05670,OG1RF_11094,COG2268,1136547,1138016,+,NA,SPFH domain/band 7 family protein,AEA93781.1,GI:327534947,"PF01145,PF03149",IPR001107,NA,S,"Uncharacterized membrane protein YqiK, contains Band7/PHB/SPFH domain",S,Band 7 protein
NA,Intergenic_1147_1138017_1138162,Intergenic_1147_1138017_1138162,NA,1138017,1138162,.,Intergenic_1147_1138017_1138162,Intergenic_1147_1138017_1138162,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05675,OG1RF_11095,NA,1138163,1138396,+,NA,hypothetical protein,AEA93782.1,GI:327534948,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1148_1138397_1138492,Intergenic_1148_1138397_1138492,NA,1138397,1138492,.,Intergenic_1148_1138397_1138492,Intergenic_1148_1138397_1138492,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1149_1138574_1138582,Intergenic_1149_1138574_1138582,NA,1138574,1138582,.,Intergenic_1149_1138574_1138582,Intergenic_1149_1138574_1138582,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1150_1138655_1138808,Intergenic_1150_1138655_1138808,NA,1138655,1138808,.,Intergenic_1150_1138655_1138808,Intergenic_1150_1138655_1138808,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05690,OG1RF_11096,NA,1138809,1138988,+,NA,hypothetical protein,AEA93783.1,GI:327534949,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1151_1138989_1139043,Intergenic_1151_1138989_1139043,NA,1138989,1139043,.,Intergenic_1151_1138989_1139043,Intergenic_1151_1138989_1139043,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108R5D,OG1RF_RS05695,OG1RF_11097,COG1309,1139044,1139655,-,NA,TetR family transcriptional regulator,AEA93784.1,GI:327534950,PF00440,IPR012287,NA,K,"DNA-binding transcriptional regulator, AcrR family",K,"Transcriptional regulator, TetR family"
NA,Intergenic_1152_1139656_1139830,Intergenic_1152_1139656_1139830,NA,1139656,1139830,.,Intergenic_1152_1139656_1139830,Intergenic_1152_1139656_1139830,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105CIZ,OG1RF_RS05700,OG1RF_11098,COG1924,1139831,1144078,+,NA,BadF/BadG/BcrA/BcrD ATPase,AEA93785.1,GI:327534951,PF01869,IPR008275,NA,I,Activator of 2-hydroxyglutaryl-CoA dehydratase (HSP70-class ATPase domain),I,coA-substrate-specific enzyme activase
NA,Intergenic_1153_1144079_1144284,Intergenic_1153_1144079_1144284,NA,1144079,1144284,.,Intergenic_1153_1144079_1144284,Intergenic_1153_1144079_1144284,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105FDP,OG1RF_RS05705,OG1RF_11099,COG2188,1144285,1144992,+,NA,GntR family transcriptional regulator,AEA93786.1,GI:327534952,"PF00392,PF07702",IPR011663,NA,K,"DNA-binding transcriptional regulator, GntR family",K,GntR family transcriptional regulator
NA,Intergenic_1154_1144993_1145392,Intergenic_1154_1144993_1145392,NA,1144993,1145392,.,Intergenic_1154_1144993_1145392,Intergenic_1154_1144993_1145392,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG410646G,OG1RF_RS05710,OG1RF_11100,COG4842,1145393,1145701,+,esxA,virulence factor EsxA,AEA93787.1,GI:327534953,PF06013,IPR010310,NA,S,Uncharacterized conserved protein YukE,S,Proteins of 100 residues with WXG
NA,Intergenic_1155_1145702_1145728,Intergenic_1155_1145702_1145728,NA,1145702,1145728,.,Intergenic_1155_1145702_1145728,Intergenic_1155_1145702_1145728,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG41063T3,OG1RF_RS05715,OG1RF_11101,COG1511,1145729,1149205,+,NA,YhgE/Pip domain protein,AEA93788.1,GI:327534954,NA,NA,NA,S,"Uncharacterized membrane protein YhgE, phage infection protein (PIP) family",S,Inherit from NOG: domain protein
NA,Intergenic_1156_1149206_1149207,Intergenic_1156_1149206_1149207,NA,1149206,1149207,.,Intergenic_1156_1149206_1149207,Intergenic_1156_1149206_1149207,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05720,OG1RF_11102,NA,1149208,1149705,+,NA,hypothetical protein,AEA93789.1,GI:327534955,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1157_1149706_1149719,Intergenic_1157_1149706_1149719,NA,1149706,1149719,.,Intergenic_1157_1149706_1149719,Intergenic_1157_1149706_1149719,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4106GSS,OG1RF_RS05725,OG1RF_11103,NA,1149720,1149989,+,NA,YukD superfamily protein,AEA93790.1,GI:327534956,NA,NA,NA,NA,NA,S,"Seems to regulate secreted factors that contribute to the establishment of persistent infections in the host. Negative regulator of EsaC, which is a secretion substrate of the Ess pathway in many Staphylococcus strains. Not necessary for the production and secretion of EsxA or EsxB (By similarity)"
ENOG4108MGT,OG1RF_RS05730,OG1RF_11104,COG4499,1149986,1151158,+,NA,hypothetical protein,AEA93791.1,GI:327534957,NA,NA,NA,S,Uncharacterized membrane protein YukC,S,Required for secretion of EsxA and EsxB
ENOG4105EC2,OG1RF_RS05735,OG1RF_11105,COG1674,1151139,1155569,+,ftsK,cell division protein FtsK/SpoIIIE,AEA93792.1,GI:327534958,PF01580,IPR002543,NA,D,DNA segregation ATPase FtsK/SpoIIIE and related proteins,D,ftsk spoIIIe
ENOG41063VB,OG1RF_RS05740,OG1RF_11106,NA,1155566,1155976,+,NA,hypothetical protein,AEA93793.1,GI:327534959,NA,NA,NA,NA,NA,S,Conserved Protein
NA,OG1RF_RS05745,OG1RF_11107,NA,1155977,1156231,+,NA,hypothetical protein,AEA93794.1,GI:327534960,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1162_1156232_1156243,Intergenic_1162_1156232_1156243,NA,1156232,1156243,.,Intergenic_1162_1156232_1156243,Intergenic_1162_1156232_1156243,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05750,OG1RF_11108,NA,1156244,1156600,+,NA,hypothetical protein,AEA93795.1,GI:327534961,NA,NA,NA,NA,NA,NA,NA
ENOG4106Z68,OG1RF_RS05755,OG1RF_11109,NA,1156591,1158204,+,NA,hypothetical protein,AEA93796.1,GI:327534962,NA,NA,NA,NA,NA,S,Pfam:Transposase_30
NA,OG1RF_RS05760,OG1RF_11110,NA,1158185,1158970,+,NA,hypothetical protein,AEA93797.1,GI:327534963,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1165_1158971_1159031,Intergenic_1165_1158971_1159031,NA,1158971,1159031,.,Intergenic_1165_1158971_1159031,Intergenic_1165_1158971_1159031,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4106Z68,OG1RF_RS05765,OG1RF_11111,NA,1159032,1159523,+,NA,hypothetical protein,AEA93798.1,GI:327534964,NA,NA,NA,NA,NA,S,Pfam:Transposase_30
NA,Intergenic_1166_1159524_1159548,Intergenic_1166_1159524_1159548,NA,1159524,1159548,.,Intergenic_1166_1159524_1159548,Intergenic_1166_1159524_1159548,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05770,OG1RF_11112,NA,1159549,1160343,+,NA,hypothetical protein,AEA93799.1,GI:327534965,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1167_1160344_1160397,Intergenic_1167_1160344_1160397,NA,1160344,1160397,.,Intergenic_1167_1160344_1160397,Intergenic_1167_1160344_1160397,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4106Z68,OG1RF_RS05775,OG1RF_11113,NA,1160398,1160973,+,NA,hypothetical protein,AEA93800.1,GI:327534966,NA,NA,NA,NA,NA,S,Pfam:Transposase_30
NA,Intergenic_1168_1160974_1161131,Intergenic_1168_1160974_1161131,NA,1160974,1161131,.,Intergenic_1168_1160974_1161131,Intergenic_1168_1160974_1161131,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05780,OG1RF_11114,NA,1161132,1161830,+,NA,hypothetical protein,AEA93801.1,GI:327534967,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1169_1161831_1162106,Intergenic_1169_1161831_1162106,NA,1161831,1162106,.,Intergenic_1169_1161831_1162106,Intergenic_1169_1161831_1162106,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05785,OG1RF_11115,COG1674,1162107,1164602,+,yukA,putative virulence protein EssC,AEA93802.1,GI:327534968,PF01580,IPR002543,NA,D,DNA segregation ATPase FtsK/SpoIIIE and related proteins,NA,NA
NA,Intergenic_1170_1164603_1164616,Intergenic_1170_1164603_1164616,NA,1164603,1164616,.,Intergenic_1170_1164603_1164616,Intergenic_1170_1164603_1164616,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05790,OG1RF_11116,NA,1164617,1165087,+,NA,hypothetical protein,AEA93803.1,GI:327534969,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05795,OG1RF_11117,NA,1165030,1165488,+,NA,hypothetical protein,AEA93804.1,GI:327534970,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1172_1165489_1165500,Intergenic_1172_1165489_1165500,NA,1165489,1165500,.,Intergenic_1172_1165489_1165500,Intergenic_1172_1165489_1165500,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05800,OG1RF_11118,NA,1165501,1165947,+,NA,hypothetical protein,AEA93805.1,GI:327534971,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1173_1165948_1165966,Intergenic_1173_1165948_1165966,NA,1165948,1165966,.,Intergenic_1173_1165948_1165966,Intergenic_1173_1165948_1165966,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05805,OG1RF_11119,NA,1165967,1166239,+,NA,hypothetical protein,AEA93806.1,GI:327534972,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1174_1166240_1166252,Intergenic_1174_1166240_1166252,NA,1166240,1166252,.,Intergenic_1174_1166240_1166252,Intergenic_1174_1166240_1166252,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG41063VB,OG1RF_RS05810,OG1RF_11120,NA,1166253,1166897,+,NA,hypothetical protein,AEA93807.1,GI:327534973,NA,NA,NA,NA,NA,S,Conserved Protein
NA,Intergenic_1175_1166898_1166912,Intergenic_1175_1166898_1166912,NA,1166898,1166912,.,Intergenic_1175_1166898_1166912,Intergenic_1175_1166898_1166912,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4106TWA,OG1RF_RS05815,OG1RF_11121,NA,1166913,1168454,+,ppx3,exopolyphosphatase,AEA93808.1,GI:327534974,NA,NA,3.6.1.11,NA,NA,S,NA
NA,OG1RF_RS05820,OG1RF_11122,NA,1168442,1169149,+,NA,"brp/Blh family beta-carotene 15,15-monooxygenase",AEA93809.1,GI:327534975,NA,NA,1.14.99.36,NA,NA,NA,NA
NA,Intergenic_1177_1169150_1169174,Intergenic_1177_1169150_1169174,NA,1169150,1169174,.,Intergenic_1177_1169150_1169174,Intergenic_1177_1169150_1169174,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05825,OG1RF_11123,NA,1169175,1169873,+,NA,hypothetical protein,AEA93810.1,GI:327534976,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05830,OG1RF_11124,NA,1169861,1170577,+,NA,membrane protein,AEA93811.1,GI:327534977,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1179_1170578_1170816,Intergenic_1179_1170578_1170816,NA,1170578,1170816,.,Intergenic_1179_1170578_1170816,Intergenic_1179_1170578_1170816,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05835,OG1RF_11125,NA,1170817,1171263,+,NA,hypothetical protein,AEA93812.1,GI:327534978,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1180_1171264_1171271,Intergenic_1180_1171264_1171271,NA,1171264,1171271,.,Intergenic_1180_1171264_1171271,Intergenic_1180_1171264_1171271,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4106V96,OG1RF_RS05840,OG1RF_11126,NA,1171272,1171721,+,NA,hypothetical protein,AEA93813.1,GI:327534979,NA,NA,NA,NA,NA,K,NA
NA,Intergenic_1181_1171722_1171794,Intergenic_1181_1171722_1171794,NA,1171722,1171794,.,Intergenic_1181_1171722_1171794,Intergenic_1181_1171722_1171794,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05845,OG1RF_11127,NA,1171795,1172295,+,NA,membrane protein,AEA93814.1,GI:327534980,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1182_1172296_1172452,Intergenic_1182_1172296_1172452,NA,1172296,1172452,.,Intergenic_1182_1172296_1172452,Intergenic_1182_1172296_1172452,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105C3M,OG1RF_RS05850,OG1RF_11128,COG0492,1172453,1173367,+,trxB,thioredoxin-disulfide reductase,AEA93815.1,GI:327534981,"PF07992,PF00070",IPR005982,1.8.1.9,O,Thioredoxin reductase,O,thioredoxin reductase
NA,Intergenic_1183_1173368_1173567,Intergenic_1183_1173368_1173567,NA,1173368,1173567,.,Intergenic_1183_1173368_1173567,Intergenic_1183_1173368_1173567,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,OG1RF_11129,NA,1173568,1173870,-,NA,hypothetical protein,AEA93816.1,GI:327534982,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_1184_1173871_1174066,Intergenic_1184_1173871_1174066,NA,1173871,1174066,.,Intergenic_1184_1173871_1174066,Intergenic_1184_1173871_1174066,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4106849,OG1RF_RS05860,OG1RF_11130,NA,1174067,1174597,-,NA,pheromone cAM373 lipoprotein,AEA93817.1,GI:327534983,PF03413,NA,NA,NA,NA,S,"propeptide, pepSY amd peptidase M4"
NA,Intergenic_1185_1174598_1174685,Intergenic_1185_1174598_1174685,NA,1174598,1174685,.,Intergenic_1185_1174598_1174685,Intergenic_1185_1174598_1174685,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105D6C,OG1RF_RS05865,OG1RF_11131,COG1136,1174686,1177061,-,NA,"ABC superfamily ATP binding cassette transporter, ABC protein",AEA93818.1,GI:327534984,"PF00005,PF02687",IPR003593,NA,M,"ABC-type lipoprotein export system, ATPase component",V,Part of the ABC transporter complex MacAB involved in macrolide export. Transmembrane domains (TMD) form a pore in the inner membrane and the ATP-binding domain (NBD) is responsible for energy generation (By similarity)
NA,Intergenic_1186_1177062_1177149,Intergenic_1186_1177062_1177149,NA,1177062,1177149,.,Intergenic_1186_1177062_1177149,Intergenic_1186_1177062_1177149,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108FQ3,OG1RF_RS05870,OG1RF_11132,NA,1177150,1177659,+,NA,mar family transcriptional regulator,AEA93819.1,GI:327534985,PF01047,IPR000835,NA,NA,NA,K,Sugar-specific transcriptional regulator TrmB
NA,Intergenic_1187_1177660_1177696,Intergenic_1187_1177660_1177696,NA,1177660,1177696,.,Intergenic_1187_1177660_1177696,Intergenic_1187_1177660_1177696,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105EG2,OG1RF_RS05875,OG1RF_11133,COG3833,1177697,1178560,-,NA,"sugar ABC superfamily ATP binding cassette transporter, membrane protein",AEA93820.1,GI:327534986,PF00528,IPR000515,NA,G,"ABC-type maltose transport system, permease component",P,"ABC transporter, permease"
NA,Intergenic_1188_1178561_1178563,Intergenic_1188_1178561_1178563,NA,1178561,1178563,.,Intergenic_1188_1178561_1178563,Intergenic_1188_1178561_1178563,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105D56,OG1RF_RS05880,OG1RF_11134,COG1175,1178564,1179907,-,NA,"sugar ABC superfamily ATP binding cassette transporter, membrane protein",AEA93821.1,GI:327534987,PF00528,IPR000515,NA,G,"ABC-type sugar transport system, permease component",P,permease protein
NA,Intergenic_1189_1179908_1179992,Intergenic_1189_1179908_1179992,NA,1179908,1179992,.,Intergenic_1189_1179908_1179992,Intergenic_1189_1179908_1179992,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG41073KN,OG1RF_RS05885,OG1RF_11135,COG2182,1179993,1181243,-,NA,"sugar ABC superfamily ATP binding cassette transporter, sugar-binding protein",AEA93822.1,GI:327534988,PF01547,IPR006059,NA,G,Maltose-binding periplasmic protein MalE,G,(ABC) transporter
NA,Intergenic_1190_1181244_1181502,Intergenic_1190_1181244_1181502,NA,1181244,1181502,.,Intergenic_1190_1181244_1181502,Intergenic_1190_1181244_1181502,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107R28,OG1RF_RS05895,OG1RF_11136,COG0366,1181503,1183269,+,nplT,neopullulanase,AEA93823.1,GI:327534989,"PF02903,PF00128",IPR013781,3.2.1.135,G,Glycosidase,G,"alpha amylase, catalytic region"
NA,Intergenic_1191_1183270_1183296,Intergenic_1191_1183270_1183296,NA,1183270,1183296,.,Intergenic_1191_1183270_1183296,Intergenic_1191_1183270_1183296,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105CG3,OG1RF_RS05900,OG1RF_11137,COG0366,1183297,1184922,+,dexB,"glucan 1,6-alpha-glucosidase",AEA93824.1,GI:327534990,PF00128,IPR013781,3.2.1.70,G,Glycosidase,G,"alpha amylase, catalytic region"
NA,Intergenic_1192_1184923_1184923,Intergenic_1192_1184923_1184923,NA,1184923,1184923,.,Intergenic_1192_1184923_1184923,Intergenic_1192_1184923_1184923,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105CG3,OG1RF_RS05905,OG1RF_11138,COG0366,1184924,1186537,+,malL,"oligo-1,6-glucosidase",AEA93825.1,GI:327534991,PF00128,IPR013781,3.2.1.10,G,Glycosidase,G,"alpha amylase, catalytic region"
NA,Intergenic_1193_1186538_1186707,Intergenic_1193_1186538_1186707,NA,1186538,1186707,.,Intergenic_1193_1186538_1186707,Intergenic_1193_1186538_1186707,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108SFV,OG1RF_RS05910,OG1RF_11139,COG3548,1186708,1187289,+,NA,protein of hypothetical function DUF1211,AEA93826.1,GI:327534992,PF06736,IPR010617,NA,S,Uncharacterized membrane protein,S,integral membrane protein
NA,Intergenic_1194_1187290_1187734,Intergenic_1194_1187290_1187734,NA,1187290,1187734,.,Intergenic_1194_1187290_1187734,Intergenic_1194_1187290_1187734,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105C52,OG1RF_RS05915,OG1RF_11140,COG0474,1187735,1190374,+,mgtA2,magnesium-importing ATPase,AEA93827.1,GI:327534993,"PF00690,PF00122,PF00702",IPR006415,3.6.3.2,P,Magnesium-transporting ATPase (P-type),P,"Atpase, p-type (Transporting), had superfamily, subfamily ic"
NA,Intergenic_1195_1190375_1190973,Intergenic_1195_1190375_1190973,NA,1190375,1190973,.,Intergenic_1195_1190375_1190973,Intergenic_1195_1190375_1190973,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107RUY,OG1RF_RS05920,OG1RF_11141,COG1071,1190974,1192089,+,pdhA,pyruvate dehydrogenase complex E1 component alpha subunit,AEA93828.1,GI:327534994,PF00676,IPR001017,1.2.4.1,C,TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha,C,"(E1 component), alpha subunit"
NA,Intergenic_1196_1192090_1192091,Intergenic_1196_1192090_1192091,NA,1192090,1192091,.,Intergenic_1196_1192090_1192091,Intergenic_1196_1192090_1192091,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105CPP,OG1RF_RS05925,OG1RF_11142,COG0022,1192092,1193069,+,pdhB,pyruvate dehydrogenase complex E1 component beta subunit,AEA93829.1,GI:327534995,"PF02779,PF02780",IPR005475,1.2.4.1,C,"Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component",C,"Dehydrogenase, E1 component"
NA,Intergenic_1197_1193070_1193211,Intergenic_1197_1193070_1193211,NA,1193070,1193211,.,Intergenic_1197_1193070_1193211,Intergenic_1197_1193070_1193211,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105C7S,OG1RF_RS05930,OG1RF_11143,COG0508,1193212,1194831,+,aceF,"pyruvate dehydrogenase complex E2, dihydrolipoamide acetyltransferase",AEA93830.1,GI:327534996,"PF00364,PF02817,PF00198",IPR001078,2.3.1.12,C,"Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component",C,Dehydrogenase
NA,Intergenic_1198_1194832_1194838,Intergenic_1198_1194832_1194838,NA,1194832,1194838,.,Intergenic_1198_1194832_1194838,Intergenic_1198_1194832_1194838,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107QN2,OG1RF_RS05935,OG1RF_11144,COG1249,1194839,1196245,+,lpd,dihydrolipoyl dehydrogenase,AEA93831.1,GI:327534997,"PF07992,PF00070,PF02852",IPR006258,1.8.1.4,C,"Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme",C,dihydrolipoyl dehydrogenase
NA,Intergenic_1199_1196246_1196358,Intergenic_1199_1196246_1196358,NA,1196246,1196358,.,Intergenic_1199_1196246_1196358,Intergenic_1199_1196246_1196358,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107XVH,OG1RF_RS05940,OG1RF_11145,COG4936,1196359,1197345,-,NA,AraC family transcriptional regulator,AEA93832.1,GI:327534998,PF00165,IPR000005,NA,T,Ligand-binding sensor domain,K,Transcriptional regulator
NA,Intergenic_1200_1197346_1197505,Intergenic_1200_1197346_1197505,NA,1197346,1197505,.,Intergenic_1200_1197346_1197505,Intergenic_1200_1197346_1197505,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS05945,OG1RF_11146,COG0371,1197506,1198645,+,gldA,glycerol dehydrogenase,AEA93833.1,GI:327534999,PF00465,IPR001670,1.1.1.6,C,"Glycerol dehydrogenase or related enzyme, iron-containing ADH family",NA,NA
NA,Intergenic_1201_1198646_1198657,Intergenic_1201_1198646_1198657,NA,1198646,1198657,.,Intergenic_1201_1198646_1198657,Intergenic_1201_1198646_1198657,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105VDH,OG1RF_RS05950,OG1RF_11147,NA,1198658,1199056,+,NA,glycerone kinase PTS family porter component IIA,AEA93834.1,GI:327535000,PF03610,IPR012844,NA,NA,NA,G,Dihydroxyacetone kinase
ENOG4105CMT,OG1RF_RS05955,OG1RF_11148,COG2376,1199057,1200040,+,dhaK,dihydroxyacetone kinase,AEA93835.1,GI:327535001,PF02733,IPR012736,2.7.1.-,G,Dihydroxyacetone kinase,G,Dihydroxyacetone kinase
NA,Intergenic_1203_1200041_1200052,Intergenic_1203_1200041_1200052,NA,1200041,1200052,.,Intergenic_1203_1200041_1200052,Intergenic_1203_1200041_1200052,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108UTZ,OG1RF_RS05960,OG1RF_11149,COG2376,1200053,1200655,+,NA,dihydroxyacetone kinase,AEA93836.1,GI:327535002,PF02734,IPR012737,2.7.1.-,G,Dihydroxyacetone kinase,G,Dihydroxyacetone kinase
NA,Intergenic_1204_1200656_1200778,Intergenic_1204_1200656_1200778,NA,1200656,1200778,.,Intergenic_1204_1200656_1200778,Intergenic_1204_1200656_1200778,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG41069MB,OG1RF_RS05965,OG1RF_11150,NA,1200779,1201561,+,NA,hypothetical protein,AEA93837.1,GI:327535003,NA,NA,NA,NA,NA,S,NA
NA,Intergenic_1205_1201562_1201633,Intergenic_1205_1201562_1201633,NA,1201562,1201633,.,Intergenic_1205_1201562_1201633,Intergenic_1205_1201562_1201633,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105F99,OG1RF_RS05970,OG1RF_11151,COG3425,1201634,1202953,-,NA,hydroxymethylglutaryl-CoA synthase,AEA93838.1,GI:327535004,"PF01154,PF08540",IPR011554,2.3.3.10,I,3-hydroxy-3-methylglutaryl CoA synthase,I,Hydroxymethylglutaryl-CoA synthase
